user,activity,posture,AVGNN,SDNN,MeanHR,MinHR,MaxHR,RMSSD,pNNxx,TINN,powerVLF,powerLF,powerHF,ratioHFLF
0,sleep,lie,764.2,109.14,78.513,62.461,187.42,73.305,28.264,749,7618.7,2128.6,1287.7,1.6531
0,sleep,lie,892.89,95.921,67.198,55.866,79.156,101.94,62.537,425,2626.3,2234.2,5596,0.39926
0,sleep,lie,871.27,70.417,68.865,58.366,76.104,76.237,53.13,348,1272.1,843.09,3070.2,0.2746
0,sleep,lie,829.63,60.205,72.321,56.775,89.793,58.201,37.119,351,290.53,304.87,1971,0.15468
0,sleep,lie,835.11,68.671,71.846,58.64,98.2,62.64,37.796,378,710.17,818.56,2261.8,0.36191
0,sleep,lie,725.34,79.28,82.719,59.465,104.28,37.666,10.896,423,3152.3,633.6,877.62,0.72195
0,sleep,lie,719.67,60.831,83.372,70.939,102.39,34.112,5.2885,335,2709.4,484.81,430.8,1.1254
0,sleep,lie,772.36,57.927,77.684,64.157,92.851,39.071,13.325,324,2567.7,588.08,823.68,0.71398
0,sleep,lie,784.49,79.143,76.483,65.161,174.8,49.591,24.282,529,5469.5,757.81,1321.5,0.57344
0,sleep,lie,822.84,60.097,72.918,58.264,92.707,55.479,36.264,368,1443.1,989.86,1935.6,0.51139
0,sleep,lie,841.73,66.312,71.282,59.009,88.889,66.592,42.053,386,885.66,511.55,2875.6,0.1779
0,sleep,lie,889.54,111.97,67.451,55.766,100.21,106.69,58.507,547,3634.3,1811,5004.1,0.36189
0,sleep,lie,954.22,129.35,62.878,51.186,102.14,136.38,68.96,626,4860.5,3186,8338.2,0.3821
0,sleep,lie,969.81,103.77,61.868,53.514,71.208,126.8,66.992,430,1573.6,1690.5,5680.8,0.29758
0,sleep,lie,694.11,23.691,86.442,75.758,92.908,15.754,0.69444,145,207.44,115.74,55.097,2.1007
0,sleep,lie,694.86,24,86.348,78.431,93.458,16.714,0.4635,119,263.92,168.96,75.252,2.2453
0,sleep,lie,701.72,29.266,85.504,76.433,94.28,18.324,0.46838,134,368.49,209.42,60.341,3.4706
0,sleep,lie,725.87,32.471,82.66,73.26,100.23,24.492,3.3939,244,549.8,278.24,189.72,1.4666
0,sleep,lie,739.74,26.981,81.11,74.963,87.925,23.108,3.2099,126,201.03,339.99,58.09,5.8528
0,sleep,lie,742.93,28.616,80.761,75.038,89.206,22.769,2.6022,133,226.3,362.84,67.016,5.4143
0,sleep,lie,759.58,36.548,78.991,69.816,86.931,26.7,6.0837,164,431.01,451.81,87.175,5.1828
0,sleep,lie,778.98,35.648,77.024,67.966,89.767,28.349,8.3225,184,603.89,595.05,117.17,5.0785
0,sleep,lie,686.37,146.39,87.416,68.306,215.6,85.096,25.597,504,15158,1803.6,1483,1.2162
0,sleep,lie,696.63,71.108,86.129,71.839,208.04,38.689,4.2923,407,4812.5,1091.1,555.46,1.9643
0,sleep,lie,693.16,25.054,86.56,75.758,93.458,15.492,0.92486,134,366.21,170.83,67.69,2.5238
0,sleep,lie,696.31,23.498,86.168,78.227,92.764,16.731,0.34843,116,205.56,154.96,73.335,2.113
0,sleep,lie,704.63,30.735,85.151,74.869,94.28,19.533,1.0576,169,682.89,217.98,51.21,4.2566
0,sleep,lie,727.27,32.244,82.5,73.26,100.23,23.918,2.6699,240,409.55,188.23,88.869,2.1181
0,sleep,lie,737.95,28.309,81.306,75.113,89.206,23.075,3.4483,135,196.6,414.73,68.853,6.0234
0,sleep,lie,745.2,27.353,80.516,74.963,86.931,22.771,2.7363,125,155.13,421.89,87.032,4.8475
